Surface,Round,Winner,Loser,WRank,LRank,WPts,LPts,Year
Hard,1st Round,Putintseva Y.,Krueger A.,47,542,1151,81,2022
Hard,1st Round,Juvan K.,Dodin O.,85,94,771,696,2022
Hard,2nd Round,Kasatkina D.,Volynets K.,28,158,1755,405,2022
Hard,4th Round,Keys M.,Dart H.,29,122,1690,525,2022
Hard,1st Round,Watson H.,Rus A.,115,75,589,888,2022
Hard,1st Round,Kostyuk M.,Van Uytvanck A.,55,56,1090,1055,2022
Hard,1st Round,Rogers S.,Anisimova A.,48,41,1154,1220,2022
Hard,1st Round,Begu I.,Baptiste H.,70,122,909,535,2022
Hard,1st Round,Fruhvirtova L.,Kovinic D.,279,66,237,954,2022
Hard,1st Round,Osaka N.,Sharma A.,77,96,861,708,2022
Hard,1st Round,Bronzetti L.,Tomljanovic A.,102,39,657,1256,2022
Hard,1st Round,Kalinskaya A.,Montgomery R.,84,439,798,112,2022
Hard,1st Round,Muchova K.,Martincova T.,74,46,893,1183,2022
Hard,2nd Round,Kanepi K.,Sorribes Tormo S.,61,35,1008,1340,2022
Hard,2nd Round,Kudermetova V.,Galfi D.,23,107,2035,628,2022
Hard,2nd Round,Pegula J.,Stephens S.,21,38,2215,1282,2022
Hard,2nd Round,Brengle M.,Samsonova L.,59,30,1037,1632,2022
Hard,2nd Round,Kalinina A.,Keys M.,51,26,1118,1904,2022
Hard,3rd Round,Osaka N.,Muchova K.,77,74,861,893,2022
Hard,3rd Round,Jabeur O.,Kanepi K.,10,61,2975,1008,2022
Hard,3rd Round,Kvitova P.,Davis L.,32,94,1595,714,2022
Clay,1st Round,Haddad Maia B.,Jani R.L.,59,138,1034,464,2022
Clay,2nd Round,Pigossi L.,Gorgodze E.,212,120,316,547,2022
Clay,1st Round,Anisimova A.,Vickery S.,47,244,1165,283,2022
Clay,1st Round,Baptiste H.,Ruse E.G.,124,55,515,1073,2022
Clay,1st Round,Navarro E.,Brengle M.,201,56,332,1067,2022
Clay,2nd Round,Keys M.,Eikeri U.,24,283,1904,235,2022
Clay,2nd Round,Pliskova Ka.,Zavatska K.,7,215,4197,313,2022
Clay,3rd Round,Anisimova A.,Sabalenka A.,47,5,1165,4657,2022
Clay,3rd Round,Alexandrova E.,Pliskova Ka.,54,7,1081,4197,2022
Clay,The Final,Bencic B.,Jabeur O.,21,10,2151,2975,2022
Clay,1st Round,Kudermetova V.,Melnikova M.,29,182,1675,362,2022
Clay,1st Round,Sorribes Tormo S.,Wang Q.,47,96,1135,688,2022
Clay,2nd Round,Bondar A.,Parrizas Diaz N.,72,54,894,1075,2022
Clay,Quarterfinals,Putintseva Y.,Tomljanovic A.,51,41,1121,1206,2022
Clay,1st Round,Yastremska D.,Minnen G.,92,79,709,800,2022
Clay,1st Round,Gauff C.,Schmiedlova A.,16,89,2300,741,2022
Clay,1st Round,Martic P.,Samsonova L.,58,26,1058,1702,2022
Clay,2nd Round,Jabeur O.,Gracheva V.,10,73,3015,876,2022
Clay,3rd Round,Sorribes Tormo S.,Kasatkina D.,47,23,1140,1770,2022
Clay,Quarterfinals,Jabeur O.,Halep S.,10,21,3015,1972,2022
Clay,The Final,Jabeur O.,Pegula J.,10,14,3015,2510,2022
Clay,1st Round,Bencic B.,Cocciaretto E.,14,159,2466,405,2022
Clay,1st Round,Ruse E.G.,Rogers S.,57,48,1061,1134,2022
Clay,2nd Round,Teichmann J.,Pliskova Ka.,29,6,1623,4152,2022
Clay,2nd Round,Gauff C.,Brengle M.,15,61,2410,1012,2022
Clay,Quarterfinals,Kasatkina D.,Teichmann J.,23,29,1825,1623,2022
Clay,1st Round,Sharma A.,Zacarias M.,144,243,451,285,2022
Clay,1st Round,Bronzetti L.,Kalinskaya A.,83,82,793,801,2022
Clay,2nd Round,Tomljanovic A.,Schmiedlova A.,44,89,1186,742,2022
Clay,Quarterfinals,Bondar A.,Tomljanovic A.,67,44,952,1186,2022
Clay,The Final,Trevisan M.,Liu C.,85,92,783,715,2022
Clay,1st Round,Juvan K.,Glushko L.,81,291,802,230,2022
Clay,1st Round,Friedsam A.L.,Saville D.,207,130,328,495,2022
Clay,2nd Round,Mertens E.,Friedsam A.L.,33,207,1446,328,2022
Clay,1st Round,Cirstea S.,Maria T.,26,105,1670,612,2022
Clay,1st Round,Haddad Maia B.,Bucsa C.,48,134,1158,471,2022
Clay,1st Round,Kanepi K.,Muguruza G.,46,10,1177,3060,2022
Clay,1st Round,Sasnovich A.,Wang Xin.,47,77,1171,864,2022
Clay,1st Round,Teichmann J.,Pera B.,24,116,1783,552,2022
Clay,1st Round,Gracheva V.,Sharma A.,71,124,914,510,2022
Clay,1st Round,Azarenka V.,Bogdan A.,15,93,2440,716,2022
Clay,1st Round,Collins D.,Tomova V.,9,140,3315,459,2022
Clay,1st Round,Halep S.,Schunk N.,19,165,2126,388,2022
Clay,1st Round,Sabalenka A.,Paquet C.,7,101,3966,651,2022
Clay,2nd Round,Teichmann J.,Danilovic O.,24,172,1783,377,2022
Clay,2nd Round,Fernandez L.A.,Siniakova K.,18,56,2245,1062,2022
Clay,2nd Round,Sabalenka A.,Brengle M.,7,57,3966,1062,2022
Clay,3rd Round,Pegula J.,Zidansek T.,11,25,2955,1683,2022
Clay,4th Round,Swiatek I.,Zheng Q.,1,74,7061,879,2022
Clay,Quarterfinals,Trevisan M.,Fernandez L.A.,59,18,1038,2245,2022
Grass,1st Round,Blinkova A.,Minnen G.,120,88,545,762,2022
Grass,1st Round,McNally C.,Saville D.,229,104,302,626,2022
Grass,2nd Round,Sabalenka A.,Hartono A.,6,172,3966,387,2022
Grass,2nd Round,Flipkens K.,Li A.,308,68,211,921,2022
Grass,1st Round,Saville D.,Teichmann J.,104,22,627,2023,2022
Grass,1st Round,Wang Xin.,Korpatsch T.,76,105,849,621,2022
Grass,1st Round,Bencic B.,Niemeier J.,17,96,2585,704,2022
Grass,1st Round,Halep S.,Tsurenko L.,20,116,2196,557,2022
Grass,1st Round,Giorgi C.,Martincova T.,26,56,1782,1073,2022
Grass,2nd Round,Yastremska D.,Ostapenko J.,79,16,814,2596,2022
Grass,Semifinals,Haddad Maia B.,Halep S.,32,20,1425,2196,2022
Grass,1st Round,Kasatkina D.,Petkovic A.,13,56,2685,1092,2022
Grass,Quarterfinals,Cornet A.,Kerber A.,44,18,1231,2419,2022
Grass,1st Round,Linette M.,Kovinic D.,66,88,931,773,2022
Grass,1st Round,Dart H.,Brengle M.,103,57,642,1062,2022
Grass,2nd Round,Linette M.,Riske A.,66,35,931,1381,2022
Grass,2nd Round,Flipkens K.,Mertens E.,257,30,271,1615,2022
Grass,Quarterfinals,Ostapenko J.,Kalinina A.,14,36,2596,1347,2022
Grass,1st Round,Niemeier J.,Wang Xiy.,97,105,709,641,2022
Grass,1st Round,Bouzkova M.,Collins D.,66,8,940,3255,2022
Grass,1st Round,Udvardy P.,Zidansek T.,100,60,688,1062,2022
Grass,1st Round,Kerber A.,Mladenovic K.,19,120,2199,556,2022
Grass,1st Round,Liu C.,Parrizas Diaz N.,75,51,854,1162,2022
Grass,1st Round,Zhang S.,Doi M.,41,108,1240,635,2022
Grass,1st Round,Bogdan A.,Yastremska D.,111,74,610,856,2022
Grass,1st Round,Zheng Q.,Stephens S.,52,48,1153,1190,2022
Grass,1st Round,Kucova K.,Pigossi L.,91,124,750,517,2022
Grass,1st Round,Martic P.,Rogers S.,80,39,815,1296,2022
Grass,1st Round,Dart H.,Masarova R.,94,146,735,429,2022
Grass,2nd Round,Niemeier J.,Kontaveit A.,97,3,709,4306,2022
Grass,2nd Round,Ostapenko J.,Wickmayer Y.,17,606,2431,63,2022
Grass,2nd Round,Garcia C.,Raducanu E.,55,11,1105,2952,2022
Grass,2nd Round,Badosa P.,Bara I.,4,122,4245,537,2022
Grass,2nd Round,Pegula J.,Dart H.,9,94,3156,735,2022
Grass,3rd Round,Garcia C.,Zhang S.,55,41,1105,1240,2022
Clay,1st Round,Pera B.,Bassols M.,130,226,490,306,2022
Clay,2nd Round,Trevisan M.,Baindl K.,26,138,1744,453,2022
Clay,2nd Round,Krunic A.,Zhang S.,105,37,621,1290,2022
Clay,1st Round,Waltert S.,Collins D.,154,7,414,3131,2022
Clay,Semifinals,Danilovic O.,Potapova A.,124,79,522,779,2022
Clay,Quarterfinals,Potapova A.,Krejcikova B.,63,19,876,2074,2022
Clay,Quarterfinals,Zanevska M.,Sasnovich A.,72,35,820,1311,2022
Clay,Quarterfinals,Paolini J.,Parrizas Diaz N.,61,54,904,1032,2022
Clay,Semifinals,Begu I.,Sorribes Tormo S.,45,41,1134,1211,2022
Hard,1st Round,Linette M.,Mertens E.,68,30,856,1515,2022
Hard,1st Round,Jakupovic D.,Van Uytvanck A.,259,42,259,1235,2022
Hard,2nd Round,Selekhmeteva O.,Paquet C.,170,102,375,646,2022
Clay,1st Round,Podoroska N.,Cadantu A.,211,154,310,401,2022
Clay,1st Round,Pigossi L.,Gracheva V.,113,62,572,934,2022
Clay,1st Round,Mladenovic K.,Bondar A.,116,52,566,1079,2022
Hard,1st Round,Anisimova A.,Krueger A.,22,242,1831,276,2022
Hard,1st Round,Pliskova Ka.,Boulter K.,15,127,2477,490,2022
Hard,1st Round,Keys M.,Zhang S.,27,40,1725,1240,2022
Hard,Quarterfinals,Rogers S.,Anisimova A.,45,22,1179,1831,2022
Hard,1st Round,Halep S.,Bucsa C.,16,123,2415,524,2022
Hard,1st Round,Pegula J.,Baptiste H.,7,148,3087,417,2022
Hard,1st Round,Kanepi K.,Minnen G.,37,99,1317,657,2022
Hard,2nd Round,Azarenka V.,Martincova T.,20,73,2016,825,2022
Hard,Semifinals,Kanepi K.,Saville D.,37,88,1317,708,2022
Hard,1st Round,Stephens S.,Kenin S.,59,416,1007,124,2022
Hard,2nd Round,Sakkari M.,Stephens S.,4,59,4190,1007,2022
Hard,2nd Round,Giorgi C.,Mertens E.,29,37,1689,1331,2022
Hard,3rd Round,Haddad Maia B.,Swiatek I.,24,1,1782,8396,2022
Hard,3rd Round,Zheng Q.,Andreescu B.,51,53,1103,1083,2022
Hard,The Final,Halep S.,Haddad Maia B.,15,24,2415,1782,2022
Hard,1st Round,Rybakina E.,Sherif M.,25,58,1765,969,2022
Hard,1st Round,Kalinskaya A.,Trevisan M.,69,26,873,1761,2022
Hard,1st Round,Keys M.,Putintseva Y.,24,38,1779,1325,2022
Hard,2nd Round,Rogers S.,Anisimova A.,30,23,1471,1855,2022
Hard,2nd Round,Raducanu E.,Azarenka V.,13,22,2742,1886,2022
Hard,2nd Round,Swiatek I.,Stephens S.,1,57,8501,1007,2022
Hard,1st Round,Zhang S.,Siniakova K.,35,77,1360,787,2022
Hard,1st Round,Alexandrova E.,Davis L.,28,106,1750,604,2022
Hard,1st Round,Samsonova L.,Shymanovich I.,45,322,1162,193,2022
Hard,1st Round,Dart H.,Zanevska M.,93,98,657,650,2022
Hard,1st Round,Kostyuk M.,Zidansek T.,72,82,865,744,2022
Hard,1st Round,Kasatkina D.,Minnen G.,10,109,2795,587,2022
Hard,1st Round,Parrizas Diaz N.,Peterson R.,64,83,912,741,2022
Hard,1st Round,Marino R.,Mboko V.,112,519,558,84,2022
Hard,Quarterfinals,Kostyuk M.,Marino R.,72,112,865,558,2022
Hard,1st Round,Sakkari M.,Maria T.,3,85,4190,711,2022
Hard,1st Round,Haddad Maia B.,Konjuh A.,15,117,2317,528,2022
Hard,1st Round,Williams S.,Kovinic D.,605,80,61,749,2022
Hard,2nd Round,Wang Xiy.,Sakkari M.,75,3,842,4190,2022
Hard,2nd Round,Galfi D.,Dart H.,91,88,676,685,2022
Hard,2nd Round,Gauff C.,Ruse E.G.,12,101,2687,626,2022
Hard,2nd Round,Williams S.,Kontaveit A.,605,2,61,4360,2022
Hard,2nd Round,Cornet A.,Siniakova K.,40,83,1260,728,2022
Hard,3rd Round,Niemeier J.,Zheng Q.,108,39,601,1268,2022
Hard,4th Round,Pliskova Ka.,Azarenka V.,22,26,2007,1841,2022
Hard,2nd Round,Bouchard E.,Thandi K.,902,359,21,159,2022
Hard,The Final,Fruhvirtova L.,Linette M.,130,67,482,850,2022
Hard,1st Round,Alexandrova E.,Kostyuk M.,24,54,1750,975,2022
Hard,2nd Round,Friedsam A.L.,Raducanu E.,213,83,305,726,2022
Hard,2nd Round,Raducanu E.,Wickmayer Y.,77,460,751,103,2022
Hard,The Final,Alexandrova E.,Ostapenko J.,24,19,1750,2146,2022
Hard,1st Round,Liu C.,Riske-Amritraj A.,84,26,730,1576,2022
Clay,1st Round,Sherif M.,Bondar A.,74,60,790,932,2022
Clay,2nd Round,Sherif M.,Waltert S.,74,120,790,526,2022
Clay,2nd Round,Kovinic D.,Stephens S.,78,50,755,1006,2022
Clay,2nd Round,Davis L.,Sorribes Tormo S.,99,67,664,851,2022
Clay,Quarterfinals,Bogdan A.,Begu I.,53,33,982,1424,2022
Hard,1st Round,Boulter K.,Cristian J.,145,68,422,841,2022
Hard,1st Round,Golubic V.,Keys M.,89,18,699,2248,2022
Hard,1st Round,Bonaventure Y.,Rogers S.,138,35,446,1379,2022
Hard,1st Round,Vekic D.,Nuudi M.,85,640,715,51,2022
Hard,1st Round,Kontaveit A.,Wang Xiy.,4,58,3860,958,2022
Hard,2nd Round,Vekic D.,Zhang S.,85,26,715,1655,2022
Hard,1st Round,Papamichail D.,Zhu L.,175,64,374,884,2022
Hard,1st Round,Siniakova K.,Paquet C.,53,112,1007,567,2022
Hard,2nd Round,Zidansek T.,Potapova A.,101,51,653,1031,2022
Hard,Quarterfinals,Liu C.,Jabeur O.,73,2,810,4885,2022
Hard,Quarterfinals,Mertens E.,Uchijima M.,42,124,1146,499,2022
Hard,1st Round,Bencic B.,Bouchard E.,14,506,2305,82,2022
Hard,2nd Round,Swiatek I.,Tomljanovic A.,1,34,10180,1400,2022
Hard,2nd Round,Alexandrova E.,Kasatkina D.,21,11,1975,2895,2022
Hard,1st Round,Rakhimova K.,Danilovic O.,127,159,504,401,2022
Hard,2nd Round,Kalinina A.,Bonaventure Y.,45,126,1091,515,2022
Hard,2nd Round,Blinkova A.,Wang Xin.,138,80,452,745,2022
Hard,2nd Round,Gauff C.,Andreescu B.,8,57,3047,971,2022
Hard,2nd Round,Keys M.,Kasatkina D.,18,11,2248,2895,2022
Hard,2nd Round,Sabalenka A.,Stephens S.,5,52,3470,1035,2022
Hard,Quarterfinals,Swiatek I.,Gauff C.,1,8,10485,3047,2022
Hard,1st Round,Cocciaretto E.,Potapova A.,92,44,685,1138,2022
Hard,3rd Round,Azarenka V.,Keys M.,37,15,1247,2313,2022
Hard,Round Robin,Sakkari M.,Pegula J.,5,3,3121,4316,2022
Hard,Round Robin,Garcia C.,Gauff C.,6,4,3000,3271,2022
Hard,Round Robin,Sakkari M.,Sabalenka A.,5,7,3121,2970,2022
Hard,1st Round,Vondrousova M.,Alexandrova E.,92,19,662,1910,2023
Hard,1st Round,Blinkova A.,Cocciaretto E.,73,64,794,850,2023
Hard,1st Round,Ruse E.G.,Routliffe E.,116,855,547,21,2023
Hard,1st Round,Muchova K.,Wang Xiy.,151,50,416,997,2023
Hard,Semifinals,Gauff C.,Kovinic D.,7,60,3646,879,2023
Hard,Semifinals,Masarova R.,Bonaventure Y.,130,95,476,651,2023
Hard,The Final,Gauff C.,Masarova R.,7,130,3646,476,2023
Hard,1st Round,Teichmann J.,Pavlyuchenkova A.,33,365,1350,141,2023
Hard,1st Round,Collins D.,Pliskova Ka.,14,31,2288,1426,2023
Hard,1st Round,Haddad Maia B.,Cirstea S.,15,43,2215,1112,2023
Hard,2nd Round,Bencic B.,Kalinskaya A.,13,64,2365,869,2023
Hard,2nd Round,Kudermetova V.,Alexandrova E.,9,20,2715,1910,2023
Hard,Semifinals,Kasatkina D.,Badosa P.,8,11,3380,2387,2023
Hard,2nd Round,Davis L.,Bonaventure Y.,84,92,734,679,2023
Hard,2nd Round,Putintseva Y.,Parrizas Diaz N.,51,77,995,772,2023
Hard,Quarterfinals,Davis L.,Wang Xin.,84,89,734,698,2023
Hard,1st Round,Zhu L.,Marino R.,87,67,724,859,2023
Hard,1st Round,Fernandez L.A.,Cornet A.,40,34,1198,1347,2023
Hard,1st Round,Fruhvirtova L.,Fourlis J.,82,160,746,389,2023
Hard,1st Round,Gracheva V.,Kasatkina D.,97,8,630,3500,2023
Hard,2nd Round,Siegemund L.,Begu I.,158,30,397,1472,2023
Hard,3rd Round,Zhu L.,Sakkari M.,87,6,724,3921,2023
Hard,Quarterfinals,Azarenka V.,Pegula J.,24,3,1598,5000,2023
Hard,Quarterfinals,Sabalenka A.,Vekic D.,5,64,4340,906,2023
Hard,Semifinals,Rybakina E.,Azarenka V.,25,24,1585,1598,2023
Hard,1st Round,Hibino N.,Savinykh V.,139,230,451,284,2023
Hard,1st Round,Kostyuk M.,Liang E.S.,60,364,915,143,2023
Hard,2nd Round,Maria T.,Yastremska D.,63,103,884,611,2023
Hard,Quarterfinals,Wang Xin.,Watson H.,81,160,768,389,2023
Hard,Quarterfinals,Tsurenko L.,Maria T.,136,63,473,884,2023
Hard,The Final,Zhu L.,Tsurenko L.,54,136,955,473,2023
Hard,1st Round,Potapova A.,Bassols M.,43,124,1139,527,2023
Hard,1st Round,Noskova L.,Muguruza G.,56,82,949,764,2023
Hard,1st Round,Niemeier J.,Danilovic O.,71,141,825,443,2023
Hard,1st Round,Kovinic D.,Golubic V.,67,85,846,744,2023
Hard,1st Round,Burel C.,Bogdan A.,107,68,599,840,2023
Hard,2nd Round,Parks A.,Martic P.,79,36,777,1297,2023
Hard,2nd Round,Paolini J.,Andreeva E.,66,134,867,484,2023
Hard,Quarterfinals,Garcia C.,Paolini J.,5,66,4645,867,2023
Hard,1st Round,Putintseva Y.,Andreescu B.,45,37,1114,1301,2023
Hard,Quarterfinals,Bencic B.,Rogers S.,9,46,2905,1062,2023
Hard,Semifinals,Bencic B.,Haddad Maia B.,9,14,2905,2195,2023
Hard,1st Round,Niemeier J.,Kenin S.,71,209,853,323,2023
Hard,1st Round,Martic P.,Bassols M.,34,128,1325,536,2023
Hard,1st Round,Kalinina A.,Parks A.,31,51,1347,1009,2023
Hard,2nd Round,Martic P.,Van Uytvanck A.,34,76,1325,815,2023
Hard,Quarterfinals,Vondrousova M.,Galfi D.,89,92,732,705,2023
Hard,1st Round,Bencic B.,Tomova V.,9,100,3275,655,2023
Hard,2nd Round,Bencic B.,Azarenka V.,9,17,3275,2138,2023
Hard,The Final,Swiatek I.,Pegula J.,1,4,10485,5000,2023
Hard,1st Round,Bouzkova M.,Kenin S.,26,176,1538,377,2023
Hard,1st Round,Fernandez L.A.,Grabher J.,37,94,1300,689,2023
Hard,Quarterfinals,Giorgi C.,Stephens S.,68,41,865,1244,2023
Hard,The Final,Giorgi C.,Peterson R.,68,140,865,463,2023
Hard,1st Round,Friedsam A.L.,Yastremska D.,108,103,618,641,2023
Hard,2nd Round,Gracheva V.,Blinkova A.,88,72,729,851,2023
Hard,1st Round,Bonaventure Y.,Papamichail D.,96,150,685,433,2023
Hard,The Final,Vekic D.,Garcia C.,31,5,1385,4835,2023
Hard,1st Round,Yastremska D.,Bondar A.,142,79,462,767,2023
Hard,1st Round,Wang Xin.,Mertens E.,67,37,871,1299,2023
Hard,1st Round,Tsurenko L.,Zhu L.,95,33,688,1315,2023
Hard,1st Round,Peterson R.,Kostyuk M.,103,40,659,1270,2023
Hard,1st Round,Teichmann J.,Krueger A.,39,154,1274,426,2023
Hard,1st Round,Cirstea S.,Birrell K.,83,115,743,566,2023
Hard,2nd Round,Tsurenko L.,Vekic D.,95,23,688,1664,2023
Hard,2nd Round,Sabalenka A.,Rodina E.,2,427,6100,111,2023
Hard,2nd Round,Garcia C.,Galfi D.,5,80,4905,749,2023
Hard,2nd Round,Trevisan M.,Brengle M.,26,87,1529,711,2023
Hard,3rd Round,Pliskova Ka.,Kudermetova V.,17,11,2045,2620,2023
Hard,4th Round,Cirstea S.,Garcia C.,83,5,743,4905,2023
Hard,Quarterfinals,Sakkari M.,Kvitova P.,7,15,3451,2227,2023
Hard,1st Round,Wang Xiy.,Fruhvirtova B.,58,142,975,462,2023
Hard,1st Round,Tomova V.,Schmiedlova A.,96,100,692,680,2023
Hard,2nd Round,Zheng Q.,Begu I.,23,34,1594,1288,2023
Hard,2nd Round,Liu C.,Grabher J.,59,94,972,704,2023
Hard,2nd Round,Krejcikova B.,Sasnovich A.,13,45,2324,1174,2023
Hard,2nd Round,Bencic B.,Fernandez L.A.,9,53,3360,1025,2023
Hard,2nd Round,Sabalenka A.,Rogers S.,2,42,6740,1215,2023
Hard,3rd Round,Ostapenko J.,Haddad Maia B.,22,14,1605,2276,2023
Hard,3rd Round,Sabalenka A.,Bouzkova M.,2,36,6740,1274,2023
Clay,1st Round,Rakhimova K.,Serban R.,90,155,712,427,2023
Clay,1st Round,Stevanovic N.,Bassols M.,224,122,294,543,2023
Clay,2nd Round,Maria T.,Alves C.,66,239,851,275,2023
Clay,2nd Round,Rakhimova K.,Bouchard E.,90,327,712,184,2023
Clay,2nd Round,Sorribes Tormo S.,Arango E.,106,242,607,274,2023
Clay,Quarterfinals,Maria T.,Brancaccio N.,66,206,851,321,2023
Clay,Quarterfinals,Stearns P.,Zidansek T.,116,110,563,595,2023
Clay,1st Round,Begu I.,Galfi D.,37,87,1258,732,2023
Clay,1st Round,Mcnally C.,Niemeier J.,71,65,812,858,2023
Clay,1st Round,Baptiste H.,Wang Xiy.,275,55,241,990,2023
Clay,2nd Round,Azarenka V.,Stephens S.,18,50,2182,1058,2023
Clay,2nd Round,Alexandrova E.,Putintseva Y.,17,47,2185,1155,2023
Clay,Semifinals,Bencic B.,Pegula J.,11,3,3035,5605,2023
Clay,2nd Round,Pliskova Ka.,Vekic D.,17,23,2210,1707,2023
Clay,2nd Round,Potapova A.,Gauff C.,24,6,1679,4346,2023
Clay,1st Round,Maria T.,Eala A.,66,267,859,254,2023
Clay,1st Round,Pavlyuchenkova A.,Jimenez V.,599,175,60,394,2023
Clay,1st Round,Tsurenko L.,Bronzetti L.,77,97,754,677,2023
Clay,1st Round,Bouchard E.,Yastremska D.,285,149,227,446,2023
Clay,1st Round,Kovinic D.,Errani S.,57,83,942,748,2023
Clay,2nd Round,Ostapenko J.,Fruhvirtova L.,22,58,1740,941,2023
Clay,2nd Round,Rogers S.,Bogdan A.,38,61,1239,904,2023
Clay,2nd Round,Wang Xiy.,Andreescu B.,65,27,859,1432,2023
Clay,3rd Round,Kudermetova V.,Potapova A.,13,25,2280,1566,2023
Clay,3rd Round,Martic P.,Kalinskaya A.,33,62,1275,900,2023
Clay,3rd Round,Alexandrova E.,Zheng Q.,17,24,2075,1729,2023
Clay,Quarterfinals,Kudermetova V.,Pegula J.,13,3,2280,5735,2023
Clay,Semifinals,Swiatek I.,Kudermetova V.,1,13,8975,2280,2023
Clay,1st Round,Mcnally C.,Spiteri D.,62,508,884,85,2023
Clay,1st Round,Kovinic D.,Bronzetti L.,69,98,818,681,2023
Clay,1st Round,Muchova K.,Rakhimova K.,52,90,1006,712,2023
Clay,2nd Round,Badosa P.,Jabeur O.,35,7,1253,4116,2023
Clay,3rd Round,Swiatek I.,Tsurenko L.,1,68,9625,819,2023
Clay,3rd Round,Vekic D.,Samsonova L.,24,16,1713,2172,2023
Clay,4th Round,Rybakina E.,Vondrousova M.,6,70,4195,816,2023
Clay,Quarterfinals,Rybakina E.,Swiatek I.,6,1,4195,9625,2023
Clay,The Final,Rybakina E.,Kalinina A.,6,47,4195,1067,2023
Clay,2nd Round,Pera B.,Birrell K.,38,1237,111,590,2023
Clay,1st Round,Rakhimova K.,Bejlek S.,82,182,750,385,2023
Clay,1st Round,Tauson C.,Sasnovich A.,127,51,541,1034,2023
Clay,1st Round,Potapova A.,Townsend T.,25,109,1665,609,2023
Clay,1st Round,Osorio M.,Bogdan A.,86,63,739,918,2023
Clay,1st Round,Stephens S.,Pliskova Ka.,30,16,1360,2160,2023
Clay,1st Round,Cocciaretto E.,Kvitova P.,44,10,1115,3162,2023
Clay,1st Round,Danilovic O.,Baindl K.,105,83,625,748,2023
Clay,1st Round,Grabher J.,Rus A.,61,114,929,586,2023
Clay,1st Round,Andreescu B.,Azarenka V.,42,18,1142,2087,2023
Clay,2nd Round,Sorribes Tormo S.,Martic P.,132,38,529,1270,2023
Clay,2nd Round,Pera B.,Vekic D.,36,22,1284,1813,2023
Clay,4th Round,Sabalenka A.,Stephens S.,2,30,7541,1360,2023
Clay,Semifinals,Swiatek I.,Haddad Maia B.,1,14,8940,2420,2023
Grass,1st Round,Krueger A.,Peterson R.,152,70,445,814,2023
Grass,1st Round,Mcnally C.,Volynets K.,62,106,901,630,2023
Grass,2nd Round,Bektas E.,Vickery S.,186,179,380,387,2023
Grass,Quarterfinals,Kudermetova V.,Naef C.,14,202,2520,355,2023
Grass,1st Round,Zhu L.,Parks A.,39,43,1145,1094,2023
Grass,1st Round,Dart H.,Marino R.,143,89,484,728,2023
Grass,1st Round,Giorgi C.,Brengle M.,47,113,1079,617,2023
Grass,2nd Round,Boulter K.,Snigur D.,126,157,567,433,2023
Grass,2nd Round,Burrage J.,Linette M.,131,21,531,1765,2023
Grass,1st Round,Garcia C.,Lisicki S.,4,308,5025,210,2023
Grass,1st Round,Sakkari M.,Cornet A.,8,60,3117,909,2023
Grass,2nd Round,Vondrousova M.,Niemeier J.,53,120,1006,600,2023
Grass,Semifinals,Vekic D.,Sakkari M.,23,8,1725,3117,2023
Grass,The Final,Kvitova P.,Vekic D.,9,23,3101,1725,2023
Grass,1st Round,Bektas E.,Zhang S.,150,36,457,1173,2023
Grass,Quarterfinals,Ostapenko J.,Frech M.,17,72,2130,810,2023
Grass,Quarterfinals,Potapova A.,Dart H.,21,134,1765,532,2023
Grass,1st Round,Blinkova A.,Lisicki S.,39,371,1118,151,2023
Grass,Semifinals,Bronzetti L.,Swiatek I.,65,1,880,8940,2023
Grass,The Final,Siniakova K.,Bronzetti L.,52,65,997,880,2023
Grass,1st Round,Ostapenko J.,Strycova B.,17,677,2105,46,2023
Grass,1st Round,Garcia C.,Brengle M.,5,114,4845,617,2023
Grass,Quarterfinals,Gauff C.,Pegula J.,7,4,3305,4905,2023
Grass,Semifinals,Kasatkina D.,Giorgi C.,11,67,2685,865,2023
Grass,1st Round,Jabeur O.,Frech M.,6,70,3547,858,2023
Grass,1st Round,Boulter K.,Saville D.,89,231,733,314,2023
Grass,1st Round,Krejcikova B.,Watson H.,11,144,2830,488,2023
Grass,2nd Round,Svitolina E.,Mertens E.,76,28,798,1424,2023
Grass,2nd Round,Bogdan A.,Parks A.,57,51,972,1026,2023
Grass,2nd Round,Andreeva M.,Krejcikova B.,102,11,651,2830,2023
Grass,2nd Round,Vekic D.,Stephens S.,21,39,1975,1170,2023
Grass,2nd Round,Galfi D.,Niemeier J.,126,103,584,650,2023
Grass,4th Round,Svitolina E.,Azarenka V.,76,20,798,1996,2023
Grass,Quarterfinals,Jabeur O.,Rybakina E.,6,3,3547,5090,2023
Grass,Semifinals,Jabeur O.,Sabalenka A.,6,2,3547,8066,2023
Clay,1st Round,Baindl K.,Szabanin N.,100,345,677,171,2023
Clay,1st Round,Shnaider D.,Pera B.,110,39,649,1231,2023
Clay,Semifinals,Timofeeva M.,Podoroska N.,246,80,289,804,2023
Clay,Semifinals,Baindl K.,Liu C.,100,88,677,747,2023
Clay,1st Round,Parry D.,Zantedeschi A.,82,603,779,64,2023
Clay,1st Round,Bucsa C.,Curmi F.,81,326,784,187,2023
Clay,2nd Round,Kasatkina D.,Prozorova T.,11,236,3010,309,2023
Clay,Quarterfinals,Zheng Q.,Navarro E.,26,57,1678,976,2023
Clay,1st Round,Osorio M.,Rakhimova K.,67,82,892,817,2023
